drug1	drug2	synergy_score	module	comparison	drug1_MOA	drug1_target_hgnc_symbol	drug2_MOA	drug2_target_hgnc_symbol
CHLORPROMAZINE	OXAPROZIN	0.119324738148956	M1	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Cyclooxygenase inhibitor	PTGS1
CHLORPROMAZINE	OXAPROZIN	0.119324738148956	M1	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Cyclooxygenase inhibitor	PTGS2
CHLORPROMAZINE	OXAPROZIN	0.119324738148956	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Cyclooxygenase inhibitor	PTGS1
CHLORPROMAZINE	OXAPROZIN	0.119324738148956	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Cyclooxygenase inhibitor	PTGS2
CHLORPROMAZINE	AXITINIB	0.116470321473699	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.116470321473699	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.116470321473699	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.116470321473699	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.116470321473699	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.116470321473699	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.116470321473699	M1	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.116470321473699	M1	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.116470321473699	M1	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.116470321473699	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.116470321473699	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.116470321473699	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	TETRABENAZINE	0.112457785020235	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Synaptic vesicular amine transporter inhibitor	SLC18A2
CHLORPROMAZINE	TETRABENAZINE	0.112457785020235	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Synaptic vesicular amine transporter inhibitor	SLC18A2
CHLORPROMAZINE	TETRABENAZINE	0.112457785020235	M1	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Synaptic vesicular amine transporter inhibitor	SLC18A2
CHLORPROMAZINE	TETRABENAZINE	0.112457785020235	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Synaptic vesicular amine transporter inhibitor	SLC18A2
CHLORPROMAZINE	PHENTERMINE	0.094677873209602	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Norepinephrine transporter releasing agent	SLC6A2
CHLORPROMAZINE	PHENTERMINE	0.094677873209602	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Norepinephrine transporter releasing agent	SLC6A2
CHLORPROMAZINE	PHENTERMINE	0.094677873209602	M1	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Norepinephrine transporter releasing agent	SLC6A2
CHLORPROMAZINE	PHENTERMINE	0.094677873209602	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Norepinephrine transporter releasing agent	SLC6A2
CHLORPROMAZINE	DANAZOL	0.0934471762126444	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Androgen Receptor agonist	AR
CHLORPROMAZINE	DANAZOL	0.0934471762126444	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Progesterone receptor agonist	PGR
CHLORPROMAZINE	DANAZOL	0.0934471762126444	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Androgen Receptor agonist	AR
CHLORPROMAZINE	DANAZOL	0.0934471762126444	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Progesterone receptor agonist	PGR
CHLORPROMAZINE	DANAZOL	0.0934471762126444	M1	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Androgen Receptor agonist	AR
CHLORPROMAZINE	DANAZOL	0.0934471762126444	M1	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Progesterone receptor agonist	PGR
CHLORPROMAZINE	DANAZOL	0.0934471762126444	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Androgen Receptor agonist	AR
CHLORPROMAZINE	DANAZOL	0.0934471762126444	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Progesterone receptor agonist	PGR
LEVONORGESTREL	DANAZOL	0.0855839368551303	M9	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Androgen Receptor agonist	AR
LEVONORGESTREL	DANAZOL	0.0855839368551303	M9	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Progesterone receptor agonist	PGR
CHLORPROMAZINE	TOLAZAMIDE	0.0801811789409912	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
CHLORPROMAZINE	TOLAZAMIDE	0.0801811789409912	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
CHLORPROMAZINE	TOLAZAMIDE	0.0801811789409912	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
CHLORPROMAZINE	TOLAZAMIDE	0.0801811789409912	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
CHLORPROMAZINE	TOLAZAMIDE	0.0801811789409912	M1	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
CHLORPROMAZINE	TOLAZAMIDE	0.0801811789409912	M1	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
CHLORPROMAZINE	TOLAZAMIDE	0.0801811789409912	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
CHLORPROMAZINE	TOLAZAMIDE	0.0801811789409912	M1	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
LEVONORGESTREL	CHLORPROMAZINE	0.068722456639072	M9	pbta_hgg_qSig	Progesterone receptor agonist	PGR	D2-like dopamine receptor antagonist	DRD2
LEVONORGESTREL	CHLORPROMAZINE	0.068722456639072	M9	pbta_hgg_qSig	Progesterone receptor agonist	PGR	D2-like dopamine receptor antagonist	DRD4
LEVONORGESTREL	CHLORPROMAZINE	0.068722456639072	M9	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
LEVONORGESTREL	CHLORPROMAZINE	0.068722456639072	M9	pbta_hgg_qSig	Progesterone receptor agonist	PGR	D2-like dopamine receptor antagonist	DRD3
LEVONORGESTREL	DIAZOXIDE	0.0625475945956405	M9	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
LEVONORGESTREL	DIAZOXIDE	0.0625475945956405	M9	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
LEVONORGESTREL	AXITINIB	0.051541842479304	M9	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Vascular endothelial growth factor receptor inhibitor	FLT1
LEVONORGESTREL	AXITINIB	0.051541842479304	M9	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Vascular endothelial growth factor receptor inhibitor	FLT4
LEVONORGESTREL	AXITINIB	0.051541842479304	M9	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	DANAZOL	0.0381791425772622	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Androgen Receptor agonist	AR
CHLORPROMAZINE	DANAZOL	0.0381791425772622	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Progesterone receptor agonist	PGR
CHLORPROMAZINE	DANAZOL	0.0381791425772622	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Androgen Receptor agonist	AR
CHLORPROMAZINE	DANAZOL	0.0381791425772622	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Progesterone receptor agonist	PGR
CHLORPROMAZINE	DANAZOL	0.0381791425772622	M9	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Androgen Receptor agonist	AR
CHLORPROMAZINE	DANAZOL	0.0381791425772622	M9	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Progesterone receptor agonist	PGR
CHLORPROMAZINE	DANAZOL	0.0381791425772622	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Androgen Receptor agonist	AR
CHLORPROMAZINE	DANAZOL	0.0381791425772622	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Progesterone receptor agonist	PGR
DIAZOXIDE	DANAZOL	0.0347486636642447	M9	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Androgen Receptor agonist	AR
DIAZOXIDE	DANAZOL	0.0347486636642447	M9	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Progesterone receptor agonist	PGR
DIAZOXIDE	DANAZOL	0.0347486636642447	M9	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Androgen Receptor agonist	AR
DIAZOXIDE	DANAZOL	0.0347486636642447	M9	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Progesterone receptor agonist	PGR
LEVONORGESTREL	AXITINIB	0.028692603675983	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Vascular endothelial growth factor receptor inhibitor	FLT1
LEVONORGESTREL	AXITINIB	0.028692603675983	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Vascular endothelial growth factor receptor inhibitor	FLT4
LEVONORGESTREL	AXITINIB	0.028692603675983	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Vascular endothelial growth factor receptor inhibitor	KDR
AXITINIB	DANAZOL	0.0286343569329467	M9	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Androgen Receptor agonist	AR
AXITINIB	DANAZOL	0.0286343569329467	M9	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Progesterone receptor agonist	PGR
AXITINIB	DANAZOL	0.0286343569329467	M9	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Androgen Receptor agonist	AR
AXITINIB	DANAZOL	0.0286343569329467	M9	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Progesterone receptor agonist	PGR
AXITINIB	DANAZOL	0.0286343569329467	M9	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Androgen Receptor agonist	AR
AXITINIB	DANAZOL	0.0286343569329467	M9	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Progesterone receptor agonist	PGR
CHLORPROMAZINE	OXAPROZIN	0.0199684157314158	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Cyclooxygenase inhibitor	PTGS1
CHLORPROMAZINE	OXAPROZIN	0.0199684157314158	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Cyclooxygenase inhibitor	PTGS2
CHLORPROMAZINE	OXAPROZIN	0.0199684157314158	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Cyclooxygenase inhibitor	PTGS1
CHLORPROMAZINE	OXAPROZIN	0.0199684157314158	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Cyclooxygenase inhibitor	PTGS2
CHLORPROMAZINE	OXAPROZIN	0.0199684157314158	M4	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Cyclooxygenase inhibitor	PTGS1
CHLORPROMAZINE	OXAPROZIN	0.0199684157314158	M4	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Cyclooxygenase inhibitor	PTGS2
CHLORPROMAZINE	OXAPROZIN	0.0199684157314158	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Cyclooxygenase inhibitor	PTGS1
CHLORPROMAZINE	OXAPROZIN	0.0199684157314158	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Cyclooxygenase inhibitor	PTGS2
LEVONORGESTREL	DANAZOL	0.0185731774838411	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Androgen Receptor agonist	AR
LEVONORGESTREL	DANAZOL	0.0185731774838411	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Progesterone receptor agonist	PGR
DIAZOXIDE	AXITINIB	0.0185000123971707	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Vascular endothelial growth factor receptor inhibitor	FLT1
DIAZOXIDE	AXITINIB	0.0185000123971707	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Vascular endothelial growth factor receptor inhibitor	FLT4
DIAZOXIDE	AXITINIB	0.0185000123971707	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Vascular endothelial growth factor receptor inhibitor	KDR
DIAZOXIDE	AXITINIB	0.0185000123971707	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Vascular endothelial growth factor receptor inhibitor	FLT1
DIAZOXIDE	AXITINIB	0.0185000123971707	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Vascular endothelial growth factor receptor inhibitor	FLT4
DIAZOXIDE	AXITINIB	0.0185000123971707	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Vascular endothelial growth factor receptor inhibitor	KDR
LEVONORGESTREL	DIAZOXIDE	0.0182872907630967	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
LEVONORGESTREL	DIAZOXIDE	0.0182872907630967	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
SIROLIMUS	AXITINIB	0.018004545480641	M1	pbta_hgg_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Vascular endothelial growth factor receptor inhibitor	FLT1
SIROLIMUS	AXITINIB	0.018004545480641	M1	pbta_hgg_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Vascular endothelial growth factor receptor inhibitor	FLT4
SIROLIMUS	AXITINIB	0.018004545480641	M1	pbta_hgg_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Vascular endothelial growth factor receptor inhibitor	KDR
AXITINIB	DANAZOL	0.0168244767385685	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Androgen Receptor agonist	AR
AXITINIB	DANAZOL	0.0168244767385685	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Progesterone receptor agonist	PGR
AXITINIB	DANAZOL	0.0168244767385685	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Androgen Receptor agonist	AR
AXITINIB	DANAZOL	0.0168244767385685	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Progesterone receptor agonist	PGR
AXITINIB	DANAZOL	0.0168244767385685	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Androgen Receptor agonist	AR
AXITINIB	DANAZOL	0.0168244767385685	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Progesterone receptor agonist	PGR
OXAPROZIN	AXITINIB	0.016745881081123	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS1	Vascular endothelial growth factor receptor inhibitor	FLT1
OXAPROZIN	AXITINIB	0.016745881081123	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS1	Vascular endothelial growth factor receptor inhibitor	FLT4
OXAPROZIN	AXITINIB	0.016745881081123	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS1	Vascular endothelial growth factor receptor inhibitor	KDR
OXAPROZIN	AXITINIB	0.016745881081123	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS2	Vascular endothelial growth factor receptor inhibitor	FLT1
OXAPROZIN	AXITINIB	0.016745881081123	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS2	Vascular endothelial growth factor receptor inhibitor	FLT4
OXAPROZIN	AXITINIB	0.016745881081123	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS2	Vascular endothelial growth factor receptor inhibitor	KDR
LEVONORGESTREL	SIROLIMUS	0.0164692481963802	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	FK506-binding protein 1A inhibitor	FKBP1A
TETRABENAZINE	AXITINIB	0.0164615115025218	M1	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Vascular endothelial growth factor receptor inhibitor	FLT1
TETRABENAZINE	AXITINIB	0.0164615115025218	M1	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Vascular endothelial growth factor receptor inhibitor	FLT4
TETRABENAZINE	AXITINIB	0.0164615115025218	M1	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Vascular endothelial growth factor receptor inhibitor	KDR
LEVONORGESTREL	TETRABENAZINE	0.0164018419134751	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Synaptic vesicular amine transporter inhibitor	SLC18A2
LEVONORGESTREL	OXAPROZIN	0.0162705096839981	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Cyclooxygenase inhibitor	PTGS1
LEVONORGESTREL	OXAPROZIN	0.0162705096839981	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Cyclooxygenase inhibitor	PTGS2
OXAPROZIN	TETRABENAZINE	0.0154727337114636	M4	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS1	Synaptic vesicular amine transporter inhibitor	SLC18A2
OXAPROZIN	TETRABENAZINE	0.0154727337114636	M4	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS2	Synaptic vesicular amine transporter inhibitor	SLC18A2
OXAPROZIN	AXITINIB	0.0137267896055376	M4	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS1	Vascular endothelial growth factor receptor inhibitor	FLT1
OXAPROZIN	AXITINIB	0.0137267896055376	M4	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS1	Vascular endothelial growth factor receptor inhibitor	FLT4
OXAPROZIN	AXITINIB	0.0137267896055376	M4	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS1	Vascular endothelial growth factor receptor inhibitor	KDR
OXAPROZIN	AXITINIB	0.0137267896055376	M4	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS2	Vascular endothelial growth factor receptor inhibitor	FLT1
OXAPROZIN	AXITINIB	0.0137267896055376	M4	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS2	Vascular endothelial growth factor receptor inhibitor	FLT4
OXAPROZIN	AXITINIB	0.0137267896055376	M4	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS2	Vascular endothelial growth factor receptor inhibitor	KDR
AXITINIB	PHENTERMINE	0.0127987680987622	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Norepinephrine transporter releasing agent	SLC6A2
AXITINIB	PHENTERMINE	0.0127987680987622	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Norepinephrine transporter releasing agent	SLC6A2
AXITINIB	PHENTERMINE	0.0127987680987622	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Norepinephrine transporter releasing agent	SLC6A2
LEVONORGESTREL	PHENTERMINE	0.0121425001659224	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Norepinephrine transporter releasing agent	SLC6A2
AXITINIB	TOLAZAMIDE	0.0116467204624311	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
AXITINIB	TOLAZAMIDE	0.0116467204624311	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
AXITINIB	TOLAZAMIDE	0.0116467204624311	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
AXITINIB	TOLAZAMIDE	0.0116467204624311	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
AXITINIB	TOLAZAMIDE	0.0116467204624311	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
AXITINIB	TOLAZAMIDE	0.0116467204624311	M1	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
LEVONORGESTREL	TOLAZAMIDE	0.0115526368476884	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
LEVONORGESTREL	TOLAZAMIDE	0.0115526368476884	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
CHLORPROMAZINE	AXITINIB	0.0111444037072393	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.0111444037072393	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.0111444037072393	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	KDR
