drug1	drug2	synergy_score	module	comparison	drug1_MOA	drug1_target_hgnc_symbol	drug2_MOA	drug2_target_hgnc_symbol
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2B	3',5'-cyclic phosphodiesterase inhibitor	PDE4A
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2B	3',5'-cyclic phosphodiesterase inhibitor	PDE8B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2B	3',5'-cyclic phosphodiesterase inhibitor	PDE6B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2B	3',5'-cyclic phosphodiesterase inhibitor	PDE6G
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2B	Adenosine A2 receptor antagonist	ADORA2B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	Adenosine A2 receptor antagonist	ADORA2A
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	3',5'-cyclic phosphodiesterase inhibitor	PDE3B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	3',5'-cyclic phosphodiesterase inhibitor	PDE4D
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	3',5'-cyclic phosphodiesterase inhibitor	PDE1C
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	3',5'-cyclic phosphodiesterase inhibitor	PDE4B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	3',5'-cyclic phosphodiesterase inhibitor	PDE3A
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	3',5'-cyclic phosphodiesterase inhibitor	PDE6D
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	3',5'-cyclic phosphodiesterase inhibitor	PDE4A
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	3',5'-cyclic phosphodiesterase inhibitor	PDE8B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	3',5'-cyclic phosphodiesterase inhibitor	PDE6B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	3',5'-cyclic phosphodiesterase inhibitor	PDE6G
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	Adenosine A2 receptor antagonist	ADORA2B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB1	Adenosine A2 receptor antagonist	ADORA2A
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB1	3',5'-cyclic phosphodiesterase inhibitor	PDE3B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB1	3',5'-cyclic phosphodiesterase inhibitor	PDE4D
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB1	3',5'-cyclic phosphodiesterase inhibitor	PDE1C
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB1	3',5'-cyclic phosphodiesterase inhibitor	PDE4B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB1	3',5'-cyclic phosphodiesterase inhibitor	PDE3A
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB1	3',5'-cyclic phosphodiesterase inhibitor	PDE6D
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB1	3',5'-cyclic phosphodiesterase inhibitor	PDE4A
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB1	3',5'-cyclic phosphodiesterase inhibitor	PDE8B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB1	3',5'-cyclic phosphodiesterase inhibitor	PDE6B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB1	3',5'-cyclic phosphodiesterase inhibitor	PDE6G
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB1	Adenosine A2 receptor antagonist	ADORA2B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	Adenosine A2 receptor antagonist	ADORA2A
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	3',5'-cyclic phosphodiesterase inhibitor	PDE3B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	3',5'-cyclic phosphodiesterase inhibitor	PDE4D
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	3',5'-cyclic phosphodiesterase inhibitor	PDE1C
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	3',5'-cyclic phosphodiesterase inhibitor	PDE4B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	3',5'-cyclic phosphodiesterase inhibitor	PDE3A
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	3',5'-cyclic phosphodiesterase inhibitor	PDE6D
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	3',5'-cyclic phosphodiesterase inhibitor	PDE4A
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	3',5'-cyclic phosphodiesterase inhibitor	PDE8B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	3',5'-cyclic phosphodiesterase inhibitor	PDE6B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	3',5'-cyclic phosphodiesterase inhibitor	PDE6G
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	Adenosine A2 receptor antagonist	ADORA2B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	Adenosine A2 receptor antagonist	ADORA2A
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	3',5'-cyclic phosphodiesterase inhibitor	PDE3B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	3',5'-cyclic phosphodiesterase inhibitor	PDE4D
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	3',5'-cyclic phosphodiesterase inhibitor	PDE1C
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	3',5'-cyclic phosphodiesterase inhibitor	PDE4B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	3',5'-cyclic phosphodiesterase inhibitor	PDE3A
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	3',5'-cyclic phosphodiesterase inhibitor	PDE6D
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	3',5'-cyclic phosphodiesterase inhibitor	PDE4A
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	3',5'-cyclic phosphodiesterase inhibitor	PDE8B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	3',5'-cyclic phosphodiesterase inhibitor	PDE6B
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	3',5'-cyclic phosphodiesterase inhibitor	PDE6G
PACLITAXEL	PENTOXIFYLLINE	0.785620942482419	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	Adenosine A2 receptor antagonist	ADORA2B
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBA3C
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBB4A
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBB3
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBB2B
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBA1C
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBB1
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBA1B
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBB2A
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBA3C
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBB4A
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBB3
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBB2B
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBA1C
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBB1
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBA1B
DANAZOL	PACLITAXEL	0.656908960420785	M5	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBB2A
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	Tubulin inhibitor	TUBA3C
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	Tubulin inhibitor	TUBB4A
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	Tubulin inhibitor	TUBB3
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	Tubulin inhibitor	TUBB2B
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	Tubulin inhibitor	TUBA1C
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	Tubulin inhibitor	TUBB1
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	Tubulin inhibitor	TUBA1B
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	Tubulin inhibitor	TUBB2A
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	Tubulin inhibitor	TUBA3C
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	Tubulin inhibitor	TUBB4A
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	Tubulin inhibitor	TUBB3
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	Tubulin inhibitor	TUBB2B
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	Tubulin inhibitor	TUBA1C
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	Tubulin inhibitor	TUBB1
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	Tubulin inhibitor	TUBA1B
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	Tubulin inhibitor	TUBB2A
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	Tubulin inhibitor	TUBA3C
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	Tubulin inhibitor	TUBB4A
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	Tubulin inhibitor	TUBB3
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	Tubulin inhibitor	TUBB2B
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	Tubulin inhibitor	TUBA1C
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	Tubulin inhibitor	TUBB1
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	Tubulin inhibitor	TUBA1B
NALTREXONE	PACLITAXEL	0.632325975086674	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	Tubulin inhibitor	TUBB2A
PACLITAXEL	PINACIDIL	0.578162928801907	M5	pbta_qSig	Tubulin inhibitor	TUBA3C	Sulfonylurea receptor 2, Kir6.2 opener	KCNJ11
PACLITAXEL	PINACIDIL	0.578162928801907	M5	pbta_qSig	Tubulin inhibitor	TUBB4A	Sulfonylurea receptor 2, Kir6.2 opener	KCNJ11
PACLITAXEL	PINACIDIL	0.578162928801907	M5	pbta_qSig	Tubulin inhibitor	TUBB3	Sulfonylurea receptor 2, Kir6.2 opener	KCNJ11
PACLITAXEL	PINACIDIL	0.578162928801907	M5	pbta_qSig	Tubulin inhibitor	TUBB2B	Sulfonylurea receptor 2, Kir6.2 opener	KCNJ11
PACLITAXEL	PINACIDIL	0.578162928801907	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	Sulfonylurea receptor 2, Kir6.2 opener	KCNJ11
PACLITAXEL	PINACIDIL	0.578162928801907	M5	pbta_qSig	Tubulin inhibitor	TUBB1	Sulfonylurea receptor 2, Kir6.2 opener	KCNJ11
PACLITAXEL	PINACIDIL	0.578162928801907	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	Sulfonylurea receptor 2, Kir6.2 opener	KCNJ11
PACLITAXEL	PINACIDIL	0.578162928801907	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	Sulfonylurea receptor 2, Kir6.2 opener	KCNJ11
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBA3C	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBA3C	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBB4A	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBB4A	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBB3	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBB3	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBB2B	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBB2B	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBB1	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBB1	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBA1B	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
PACLITAXEL	TOLAZAMIDE	0.551882795674548	M5	pbta_qSig	Tubulin inhibitor	TUBB2A	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
PACLITAXEL	RAMIPRIL	0.533101070696205	M5	pbta_qSig	Tubulin inhibitor	TUBA3C	Angiotensin-converting enzyme inhibitor	ACE
PACLITAXEL	RAMIPRIL	0.533101070696205	M5	pbta_qSig	Tubulin inhibitor	TUBB4A	Angiotensin-converting enzyme inhibitor	ACE
PACLITAXEL	RAMIPRIL	0.533101070696205	M5	pbta_qSig	Tubulin inhibitor	TUBB3	Angiotensin-converting enzyme inhibitor	ACE
PACLITAXEL	RAMIPRIL	0.533101070696205	M5	pbta_qSig	Tubulin inhibitor	TUBB2B	Angiotensin-converting enzyme inhibitor	ACE
PACLITAXEL	RAMIPRIL	0.533101070696205	M5	pbta_qSig	Tubulin inhibitor	TUBA1C	Angiotensin-converting enzyme inhibitor	ACE
